name,asin,quantity
06805,B000NWGCZ2,1
112843,B000T9WLTK,1
112843,B014DS8XOO,1
112843,B014H2P4KW,1
100487,B003VST2VG,1
100487,B00N2M5EDQ,1
10528,B00JE9Y20W,1
10528,B00POMR3KE,1
10528,B01C4SXVLK,1
06106,B00K1LRDXK,2
06106,B016LG5LOQ,3
103182,B004ZJIM16,1
103182,B01BBRORPO,1
104647,B00006WNMJ,1
104647,B000B4N0PC,2
104647,B00OO9ZUFS,2
104647,B01DLDDTTG,3
07594,B004ZZR9L4,1
07594,B005JPT9IK,1
07594,B00DTW183O,1
07594,B015GZ1ZRU,1
103478,B0028Y4CV4,5
103478,B014AHMNWG,2
101445,B00000IWD0,2
101445,B0081DFEA4,2
101445,B01AH2RY7M,1
04212,1565859251,1
04212,B002JPEVMC,1
114217,B000234VJQ,1
114217,B004SRU49I,1
114217,B00NQUW4PU,1
109976,B004H1P7IS,1
109976,B017N6D4XS,1
109976,B01E6RNTFA,1
100254,B004PNAE1S,2
100254,B00JUTWEZG,1
100254,B01ER32Y4K,2
114352,B00837ZOI0,1
114352,B00UJ5YL6U,1
108721,B000EIPAWG,1
108721,B002BMOJXE,1
108721,B007FLX0UY,5
101150,0071833102,14
101150,B000J0C9VE,1
01856,B001GQK2AK,1
01856,B018JREI6M,2
01856,B01ABUD6CC,1
105810,B000C560QG,2
105810,B000C81WGG,2
00314,143368912X,1
00314,B00WL13K44,2
112402,1419708589,2
112402,B00CC4R2SK,1
112402,B00O7CM12W,1
112402,B01H33F2RW,1
07605,B000BDB91K,1
07605,B00143WS4I,1
07605,B012T16L4G,1
05792,B00004RANV,1
05792,B000BUXZG0,2
05792,B003ETUSBK,1
05792,B01AWGZXNA,1
101384,B00H4Y1Q9E,1
101384,B011WNKWII,1
106912,B00CEQLJ8U,1
106912,B00WA0W62S,1
102402,B00CXEXOZO,1
102402,B00SD8GUM8,1
102402,B01DNCM09K,1
04183,B00CH6DW6O,4
04183,B00KTI2CB8,1
04183,B01CWRSWBW,17
114186,B000VPBNUA,2
114186,B00FZGLKTO,1
105797,B005QU55EA,3
105797,B00EUZSEAE,1
105797,B00MEXP2SQ,1
105797,B0124H32TC,1
04479,B00DM24HNE,2
04479,B00LA116IS,2
06444,B00NYGVIEO,1
102547,B003ZZY9UY,4
102547,B018KQ358O,2
105282,B00BB53K1O,1
105282,B00R1G9782,1
106857,B00172MWJC,3
106857,B00JXUALCA,1
104493,B00Y20CUVG,1
00085,B0030ZEGDY,2
00085,B00SV2OP9Q,1
06852,B002MFYRDC,1
06852,B00A2VMDFW,2
06852,B00KOJQTES,1
02542,B003UV4WN2,1
02542,B00FFSBGSM,3
02112,B00BB4JPYQ,1
02112,B011OJCQI4,10
02112,B01FZ0WP3E,1
05907,0192842269,2
05907,B00QT7AZIK,1
05907,B015JTIQBQ,1
06278,B00B3PB8PW,1
06278,B00CSXMQ3G,4
06278,B01FRERK0G,1
04245,B014Z11HI8,1
04245,B01ACIP716,1
10656,B00GIPVHE4,1
10656,B00NFSGS4Q,1
10656,B01CYGSUOU,1
100653,B001UJU8ZC,1
08636,B00W8K19DM,1
05454,B001G60EK8,5
05454,B01DEGYTC6,1
05454,B01DPWK5H2,1
107895,B0054NFWH4,1
107895,B00VSBU1ZY,1
107895,B01FCY5ZR6,3
111941,1905662335,1
111941,B00LGPI4L0,1
105847,B00MHLIFO8,2
105847,B00T5K665O,2
105847,B01CCGV9NG,2
105847,B01CN1F70Q,2
08773,1582381356,1
08773,B00KOCLVZC,1
08289,B00J3W2J00,1
11102,0062388142,1
11102,B004LK2DKU,2
11102,B00AI7ELDW,2
11102,B00XZEV22S,1
108776,B00E3W5PII,1
108776,B00WX1BGYS,10
108776,B01A6BYWNI,1
03095,B00CDB8AXS,1
03095,B00LZJHZ44,1
03095,B00XUSPRJS,1
107529,B015NU7F9A,1
107529,B01766QDTC,1
01102,B001B5DTO2,2
01102,B0027Z7KN6,1
01102,B00701ROB0,6
01102,B01AZMP23C,1
114305,B00BIZPXWQ,4
114305,B0161YT7SE,1
10586,B004T395J6,1
10586,B005DKKBUG,1
10586,B00X1INBQS,1
10586,B01DN0AJXQ,1
112947,B00G9COZ4K,1
112947,B00JCWFQII,1
112947,B01CUUAJF8,2
03650,0811814920,7
03650,B0025TZ30G,3
03650,B00SXMORN8,1
107616,B0043OUICY,1
107616,B0044415IE,1
106904,B000GRA1OM,1
106904,B0056QXWVM,1
106904,B00SLPO7VE,1
106904,B016AJS4JS,1
111238,B006HW5E5Q,1
111238,B00J5VN5OS,2
111238,B00SYIHWRE,1
111238,B012D2X1LC,1
104190,B00FB45SI4,1
104190,B00IB9P1KG,1
104190,B0181MMZUG,2
103205,B00VTTZVEQ,1
103205,B01CHZXXR2,1
106142,B001U5XH9U,3
106142,B002P8MDXC,1
106142,B008LXRB7S,3
106142,B015JPB36K,1
10990,B000V5KL1C,2
10990,B00823GUZG,1
10990,B00NC3DSN8,1
112551,B00C0K49V4,2
112551,B00F1LX74E,1
04879,0738719641,1
04879,B00NFSGS4Q,1
04879,B013U3ZGT8,2
00093,B001MKR4Y2,1
00093,B00BZBQ0ZW,1
00093,B01ESRWRUG,5
113710,B00S1LRUVW,1
113710,B01F6P6EK8,1
10139,B006UBM1T6,1
10139,B007I4D5LC,1
10139,B009LQI3D0,1
10139,B00DI89IQS,4
10093,1421584492,5
10093,B007TNSM0G,1
100096,B002DQY776,1
100096,B00UHDR6VQ,1
100096,B01CSH5X86,2
04480,B00LA116IS,2
111687,B00187PN38,1
111687,B0018Z26NA,1
111687,B00F6WTZU8,1
105294,B008H6R5FC,1
105294,B00KX7VW2U,2
105294,B01BLZ44J0,1
110645,B01FVS4JHK,1
09898,0385376715,10
09898,B00N0JIS8O,1
09898,B00PWNHUIU,1
110215,B007WI0FSA,1
110215,B00FK8WQMM,1
110215,B01CU1F8UI,1
107929,B00172I61A,1
107929,B017LKVGBS,1
104606,B002CQU596,1
104606,B003SQSUHI,1
104606,B00HXPIPOS,1
103439,B01B65I77K,1
103439,B01GH779I0,1
102382,1118875869,1
102382,B0036WEBLI,46
101957,B00I4IYOJ8,1
101957,B00JDKV4NK,2
10640,B0186GDCPO,2
04253,B00M0MR50Y,1
04253,B00TUVMQI4,1
111404,B005JERLSG,1
111404,B00ZMBSDN8,2
111404,B0173QNVT0,4
103985,B000H0ZJIG,1
103985,B00I150K74,1
103985,B014R8GVQC,1
02738,B007KZ3FSC,2
02738,B013RBJR3Y,2
1057,B000N30EC8,1
1057,B00B9H4YGY,1
1057,B012T97SDQ,3
07214,0062080644,3
07214,B0030UF6EW,1
07214,B007B6YPAM,2
07214,B01DKHJV5O,2
103602,B000BUOSC0,1
103602,B00GWCEZ60,1
111795,B00CH5X4ZO,1
111795,B00HRU0C8G,1
111795,B010NBUC08,8
03312,B00VFYF8JI,1
03312,B00WIWXU00,1
03312,B016IHDJY2,1
105693,1601632118,3
105693,B004LONG0W,1
105693,B01GWWJ0OQ,2
107354,B00004Z7FE,2
107354,B00ORXVHDK,1
107354,B0134SJXPW,4
102855,B008BR9TZG,5
102855,B017ZHBR7U,1
102855,B01G9ZWONU,1
112156,B011YZ8NBM,1
10247,B0006II74C,1
10247,B001AWJHI8,1
01456,B0091RKT68,1
01456,B00ZA1FQ5S,1
01456,B014DEFKG2,1
111453,B009T8IMS6,2
111453,B00X48M8NM,6
103897,B004MF4RNK,1
103897,B00CI6J5JQ,3
09436,B01FSY1L14,1
09436,B01FUA90MI,1
09436,B01GGN87E0,2
07078,B0022ZAFOC,13
07078,B005Y8422A,1
07078,B0086VIA0M,3
112785,B00I1JWWXU,2
112785,B01C5543MS,2
112785,B01CFMQZXQ,1
109433,B001OK8L38,1
109433,B0089JCQHY,1
109433,B00OD3GLRQ,2
00302,B000IXC7IW,1
00302,B00LH1X66G,1
00302,B010TS35ZY,1
110757,B00HZULO5S,1
110757,B01A961OP4,1
104344,B003ZZY8NM,1
104344,B0040PG24Y,3
103481,B00V06KIPA,1
103481,B00WIWXQYK,1
08362,B00FZMTRFW,2
08362,B00V6BSCF2,1
08362,B01DNC0REU,4
109576,B005MICFTO,1
109576,B00JS4WNLI,2
109576,B00KR4CZIY,1
109576,B01F48R1O0,1
108737,B001DTPQDI,1
108737,B003L1ZYZ6,1
108737,B013SEXKI8,1
108367,B0102ZQ3LM,1
108367,B014NT0QUW,2
108367,B017L1WXD2,1
03484,B000CPA620,1
03484,B004CLZRI8,1
03484,B00SJP2HMM,1
03484,B00XBPH9OG,5
113481,1616950730,1
113481,B0007WW66M,1
113481,B00U7EOFDM,1
113481,B011YZGPOE,1
105742,B00XLVBL4O,1
105742,B017J9IDC6,4
01704,B0020XQWCA,1
01704,B00E95CDCU,4
01704,B00O2Y2MZG,1
06868,0307988295,7
06868,B00X965GCE,2
06868,B01D8YBSOG,1
109761,B001QY0SLU,1
109761,B0049Z6WQ8,2
109761,B0132LVW0A,1
109761,B017AM2IDW,2
02578,B0053T4PHC,1
02578,B005DSCHGO,1
104153,B00B7CKL1I,2
104153,B00KVL0SIM,1
104153,B01DFAK64G,2
10816,B00H8YGOMO,1
10816,B00KQ3957U,1
10816,B014TZ6636,2
00115,B000W43GZA,2
00050,0590450875,1
00050,0836217357,1
00050,B0052AIJT2,1
00050,B01AWAGTU2,1
109274,B00OUPBVN6,1
109274,B00P48EKCC,1
109274,B00SQ6CCSS,1
105607,B00826O2FI,4
105607,B00QEDNQIK,2
105607,B0184M7AXA,1
105607,B01D6NLVK0,4
113679,B00RAG7Z9Q,1
102592,B00KOW827M,1
102592,B00XN4JLAK,1
102592,B01CSEPDJ8,14
07146,B002VAS5PE,3
07146,B004ZIUJJA,1
07146,B00G6C7XUG,1
07146,B00GJYKU4C,1
110686,B0010DZZPG,2
110686,B00ZTP7NB0,1
110686,B015HGHZHW,1
103550,B00TF8Z7ZG,1
103550,B01BA8EWT0,3
00729,B00S56CBGW,1
00729,B00VTL8YYS,1
113550,B003XGH0YC,3
113550,B005DQD17A,1
06757,B00MK0ZBAW,1
06757,B01DAIGIUE,2
06757,B01FW74XH6,1
105484,B002C5W3KQ,1
102204,B0002TJAXM,1
102204,B01BSEQKI2,1
100239,B000HCR8CE,1
100239,B00FWLC5XW,1
100239,B01DFOKE1W,1
100669,B009T87JSU,2
113045,B00SB6SOSK,1
113045,B00WUMGXTI,1
113045,B01BKLG07Y,1
113045,B01EH53RHQ,1
109018,B001NDCGGO,1
109018,B002MHFXS8,1
109018,B00K5OJ0TS,1
109018,B014644NPI,1
105938,B003SQSUHI,1
105938,B00DP3QMYW,1
105938,B01FJJO8C2,1
105892,B000EFL6SQ,5
105892,B002C5W3KQ,1
105892,B01BYBPUQW,1
103045,B00DVEGCK4,1
103045,B00MZX4WRC,1
110669,B00HHBR030,1
110669,B00NB5KRNG,2
110669,B00PK3CYKQ,2
1094,B00G8QGKM2,2
1094,B00PBD1RCG,1
1094,B015W86OR2,1
1094,B018E3UZRW,1
10841,B001CCGYU0,1
10841,B00337MOMO,1
10841,B00L9EPE5M,3
104104,B004HIZFPQ,1
104104,B00GLIX72S,1
104104,B00NH11PEY,1
04802,B00U8M34RG,1
04802,B01A94WK7M,1
04802,B01CBMDY3O,1
109736,B000N648JU,2
109736,B001AJQGNU,3
105345,B000ILIHA6,1
105345,B00KG8BLYK,1
10142,B013KHSTAM,1
10142,B01DV1Z428,1
10142,B01E62O5AS,8
106990,B00006IF67,1
106990,B009IULJMG,4
106990,B00UMJWDLS,1
106990,B011IH5ZHG,1
09226,B0007KLH96,1
09226,B004O2I9JO,5
114041,B002DN6YA2,1
114041,B00RXSPMPU,1
102195,B00F1J8K4I,1
102195,B00Z7F218W,1
07238,B0002KKIXC,3
07238,B00P4A3HYW,1
104411,B011ECQ1MS,2
104411,B01E53TNKU,1
104411,B01FSLKGJ0,1
112195,1285453549,1
112195,B00FQH7MQ2,2
112195,B00ZCFVTRQ,1
00457,B000068O8H,1
00457,B01AWENDJS,2
109389,B000FA6AV8,1
109389,B0053DDNW6,1
104041,B00C1WELFU,1
104041,B00JB12N7M,2
104041,B011TCF0OS,1
104041,B01A2I5GH6,1
103854,B002U71NCU,1
103854,B00A9WP13U,1
103854,B00HHQVTO6,1
102746,B00OKIFV3Y,4
102746,B017YVPPTS,1
04697,B00BCOHDW6,3
04697,B00QKH1K92,1
103507,B001DHC2LO,1
103507,B002T2MS1Q,1
103507,B018U3T7MA,3
112316,B010B2LLOK,1
112316,B0152L66NQ,1
112316,B01CS433RW,1
02606,B00AZ55T9C,1
02606,B00FYYZ3T0,2
112603,B001BJKO3M,1
112603,B00GM9NPIW,1
101185,B01EIUJPS0,2
103442,B005MHRK5Y,1
10791,B000EVMDKU,3
10791,B00UJ2YF2I,1
10791,B017T648OG,1
04117,1578644283,1
04117,B00E9CQX4M,4
04117,B012JOATDW,1
04117,B01CBPGD8E,4
114112,B00J8N3FES,1
114112,B00WWVY1AK,6
105703,B006UBM1T6,3
105703,B008A3JS48,1
105703,B00VUV0MG0,2
105703,B018PF0OHK,1
111310,B005I8OGOU,6
111310,B00OP2PKHW,1
10154,B00UUR7NZS,2
10154,B01ADY2YIS,1
10154,B01AG4F8ZQ,1
03778,B016U26V86,2
03778,B0185Z99BM,1
05706,B00063E98U,5
05706,B00BUER7EC,1
04814,B0002I5QHW,1
04814,B00BYPJH40,1
11315,B00K25JAJK,1
11315,B00O9GW8VK,1
11315,B017X4EALA,1
10857,B004ZRV3AU,9
10857,B00CUB6UCE,1
10857,B019CXXZ2U,1
104542,B00002N6RV,5
104542,B00N82WTNS,2
00154,B007XE5LTG,1
00154,B0183J2U20,1
104057,B003EVOAOO,1
104057,B003KR1K4A,1
104057,B01ALDG07W,1
00441,B001L1RFPU,1
00441,B00772BNB4,3
00441,B00RRV14BE,1
05643,B000BEUZS2,1
05643,B00K0VTVTA,1
05643,B016N85VTW,1
112029,B01BY6UFWQ,1
112029,B01DEDD2R2,1
10912,B008HZEW54,1
10912,B00S69E8GO,1
106969,0323353789,8
106969,B001PME3FA,1
106969,B00XKOLGQU,1
102183,0842528539,1
102183,B005KBZQGC,1
102183,B00OZZ595M,1
102183,B016DXXC5C,2
08972,B0040723CC,1
08972,B00NUFF5JI,1
08972,B01B4Q4POU,1
113792,B008BOW5VO,2
113792,B01FKV3T38,4
112880,B0039MIJNQ,1
112880,B00LLHNNSM,1
112880,B00QAVJT32,2
10441,B00ATSOD7O,2
10441,B016OV18U4,1
01600,B012MGT7IA,1
01600,B0172IER1K,6
108424,B007UVZ1WO,1
108424,B00F3BG028,1
108424,B00FPQQKI0,1
07107,B000BO6RIE,1
07107,B00W045QT4,1
07107,B014HNGQ7Q,1
02755,B00JDCLXFC,4
02755,B00KCX8H6E,3
02755,B00O12F210,4
11179,B0009ETA6W,4
11179,B0096HUKZS,1
01483,B00356AR8G,2
01483,B016U26V86,2
10787,B00779XNN8,1
10787,B00KZIG9MU,1
10787,B00ZZBIA8I,1
102615,B00BWYO0LI,2
102615,B0195PEYE8,6
103907,B005DKKBUG,2
103907,B00TLRT3YC,1
103454,B0000CF3UW,2
103454,B00NLLUMOE,2
01895,B0037V001I,2
01895,B00VUI32BK,2
01895,B01CVA1618,1
111890,B01AWAGTU2,1
00103,B000K048US,1
00103,B00FFJ5WAO,1
00103,B00IN4S28M,2
00103,B015FQ8456,2
108865,B00J0EKV3I,1
108865,B012W688KI,1
106482,0321914228,1
106482,B00O0UK7CC,1
106482,B01D7WDA4A,1
06487,B00NGZE5LG,1
06487,B00UEWBDGE,1
03685,B00NQNOFKE,1
03685,B010YHMQEQ,1
113680,B00RAG7Z9Q,1
113680,B01EV69QQC,2
03390,B001BS1U90,2
03390,B00OMEBVA8,1
03390,B012MGTM9O,1
100043,B004BP1DAG,2
100043,B010K8L8ES,1
06192,B000MR0H04,1
06192,B009SZ2QV4,1
06192,B00H8E1IFW,1
06192,B00M7L2Y5Y,1
09637,0310435307,1
09637,B007W8RDAS,1
09637,B00KI7QCAC,1
09637,B00W33223U,6
02581,B00LJIV35I,1
02581,B015QZMHQS,1
10945,B00005A1H7,1
10945,B00GSN5H2O,1
106197,B0006M648E,1
106197,B00QBMG33O,1
106197,B01H6FWS92,1
07783,B00F1J8K4I,1
05614,B013TGFWMW,2
05614,B015QP996Y,7
109632,B001LDKAU0,2
109632,B015OY7HJ8,1
109632,B01CXO26SY,1
08026,B000782SHI,12
08026,B002HW07G6,1
08026,B00OBQQTAO,1
00416,B00004OCLC,2
00416,B013L5VMPM,3
00416,B019EQOTCU,1
06311,B000L8EF16,1
06311,B004MDM8ZQ,4
113116,B00Q2X7S9U,2
113116,B01ABSO6VY,1
113116,B01GFA5SHI,1
105492,B010KJSX3G,1
03543,B002FU68KO,2
03543,B004FUJ5NE,1
03543,B0053PI9I2,2
03543,B015H04SAA,2
07500,B001O0CNMI,1
07500,B00HUUQ3ZE,1
07500,B017QEB2WM,1
07500,B017T421I8,2
103546,B0038W0K2K,2
103546,B0108JQHMC,1
103546,B01A69EGS6,3
110690,B017YSN4JY,3
1082,B000FZ6Z3G,3
1082,B003NVLWMI,1
1082,B00WU0K2L0,1
05182,B00009LI4K,1
05182,B0006O2S0U,2
05182,B00JYCE3ZI,2
112642,B002LYGM1O,6
112642,B00ITPYPC2,1
112642,B00KW272RA,1
05478,B010XYJCP6,6
05028,B00D5PXUUY,1
05028,B00WGLZGDW,2
05028,B0176S8E9C,1
05028,B019UGWNMM,2
04793,B0020R399A,1
04793,B01AVVD5YA,1
100385,B00V2PB16O,1
100385,B01D9S5UG8,8
102642,B006ZPU6GW,1
102642,B00CDB8AXS,1
102642,B00FFJ5WAO,1
102642,B01C7QC5J8,2
04639,B00P4CE7US,4
04639,B00UXPIDH4,1
100258,B003RL7RRS,2
07961,B000P4O6AG,1
07961,B00P57L1J2,1
07961,B018F2VTHW,1
07961,B01A2IR5G6,4
06389,B01D6VEI16,1
06389,B01GX3OK1W,4
103927,B00U33Q940,1
103927,B0155MAUKW,1
108238,0545284147,3
108238,B009UOPSOK,4
108238,B014IV9M8W,1
113024,B019EOIIJM,2
105959,B009BY8HYM,1
105959,B00F9IWWIQ,1
105959,B00JIXSA1Q,4
105959,B01CWK9WE0,3
101019,B0009P34RM,1
101019,B00NIWR5KU,1
101019,B0105YJJZC,1
02325,B004ZLAGLS,2
02325,B01B7GSPDE,1
02325,B01DLXHOCE,1
109096,B00JOEAJ2M,1
109096,B00U3003JK,2
109096,B01E5XNLO4,1
03867,0738218499,1
03867,B005HJ0QLC,1
03867,B00SO1DZXQ,1
113161,B0007LRJHE,6
113161,B007TJGY46,1
113161,B00O1V4AAK,3
06366,B00UJ2GX82,1
06366,B01B4HCM44,1
06366,B01D8IVKE0,1
110464,B003YMTJ5S,1
110464,B00SDJG6MG,1
110464,B00SIPNTNY,1
05663,B00GQP0XTQ,1
05663,B00PSZLHWM,1
05663,B016Y1PL70,2
109645,0143125478,1
109645,0375723439,1
109645,B008D1RCKY,1
104427,B013TR5MQM,1
104427,B01AY144JM,1
112009,B002VAU9DU,1
112009,B0050QJHTO,1
112009,B00Q7HI6M4,1
104974,B004S5SYRE,1
104974,B008R6Q9E0,1
104974,B00WDG9XC0,1
04588,0821851683,1
04588,1580137962,9
04588,B00UEAI3OQ,1
114077,B000GTQU5E,2
114077,B003B2R3K4,1
114077,B0163J8HJC,1
100464,B009CCRK8C,1
100464,B00WFAAMQK,1
04422,B008UZY25G,1
04422,B00VPFNUDS,1
100034,B00006IF22,1
100034,B00BL8BQCG,1
100034,B00HNYT16K,1
100034,B00WL2PRMG,1
114132,B00NJ1NX7E,1
114132,B01C0C2YFY,1
10524,B00OWR51XI,1
10524,B00V8NEV9Y,1
10524,B00YAZF84Y,2
04567,B00CST4LBK,1
04567,B00RVEE45A,2
04567,B0146D9U0W,1
110521,B005E7SEOI,4
110521,B005NHT5VU,3
109350,B000VK339Y,1
109350,B00HXRV7AU,1
109350,B00V7SSFDI,1
10877,B0006HINDI,1
101760,B007R6TR2W,1
101760,B015KNBDVQ,2
104098,B001G7R3P6,1
104098,B00PS1FA8S,1
104098,B01CJ27PWC,1
104562,B00N3R9TAE,1
104562,B00R8ZUXTI,4
00174,B000936QEM,1
00174,B0014R91V2,3
00174,B0016AZGM0,1
00174,B002BUKCNW,1
03975,B00542ZQ2Q,2
108795,B007E8KCFY,2
108795,B00HZH3M4W,1
108795,B00KB94O0C,1
108795,B00MVBDLFC,2
113073,B0145GMV7Y,1
113073,B01DM3UAKQ,1
103970,B014JNP2G0,1
06274,B002MWB7IS,10
06274,B002NFUNHA,1
06274,B005OK3JT0,1
113423,B003FDG4K4,1
113423,B00B3MRU8O,9
06331,B002DUD6S8,1
06331,B00O9A57MI,1
06331,B00SD1SVTK,1
113136,B00AU2AYXQ,1
113136,B00DJYJQSQ,5
113136,B00N1V1T3C,1
105518,B004R1PLSO,1
105518,B006ZOG4PU,2
105518,B01D8N9XQM,1
102377,B0100U8MVS,2
102377,B0162FFD8K,1
02722,B0017D1GG6,2
02722,B003AANDHE,1
112377,B000BNZ63M,1
112377,B0197V366M,2
111388,B0002D0JX8,1
111388,B00NY421UG,2
105261,B0027A3CDS,1
105261,B0099ZDX2O,1
105261,B00UNIBNVE,4
105261,B0155BVTXA,1
09247,B002TXT502,1
09247,B00KU4G9NS,2
09247,B00SKDU554,1
00965,1465049487,1
00965,B00R1QSDT6,3
04025,030788743X,2
04025,B01F6P6EK8,1
04025,B01FJ2MGEG,1
109242,0991846206,4
109242,B003RCGPCK,1
109242,B01AXIBUH0,3
100960,B0015S4ZJI,1
100960,B0089MUDM6,5
104470,B016NGBY8G,4
104470,B01766QDTC,1
101388,B001VNQNCY,1
101388,B0078DP5XE,2
101388,B00MFLAM7I,2
108900,143368912X,1
108900,B000065U6Q,1
108900,B00T8HPF24,1
07609,B002UOSWE0,1
07609,B019X7ICA0,1
104020,B002Y27JYM,1
104020,B00O56SLRY,1
109307,B007FK3HHG,1
109307,B00T9CHCE2,1
109307,B01DCO56PY,6
110825,B000NIG2FG,1
110825,B001B59LCQ,1
110825,B002R10GXQ,1
110825,B01COPZ6KC,2
104866,B003RBB2PQ,1
104866,B00EC2CKW8,1
104866,B015TC63LI,1
104866,B016S3D8B0,5
105774,B000OS131S,1
105774,B000Z8WXW0,2
105774,B00NWTUFVA,1
105774,B01FTIB1KU,1
107026,B004L81VXW,4
107026,B011HAWZ2W,6
107026,B01BBJB7CI,3
06262,1623411726,1
06262,B000UXDDU6,1
06262,B000W78V8E,2
06262,B01D70SPEM,2
103966,B00DROOO0I,1
103966,B00HN2BUOI,1
102674,0064434974,1
102674,B00AFEMBFS,1
102674,B00SM3G9RK,1
102674,B019ULEPUU,1
111058,B00XLE4A6W,4
111058,B01CZLK272,1
03060,B0000B1UXS,2
03060,B00CJICDWO,4
105918,B0002HR8BU,2
105918,B000HCR8CE,1
109468,1598260421,1
109468,B00006RH5I,3
109468,B001IYK714,1
109192,B00BCA41R0,2
109192,B01F13KDAC,1
106288,B001KSCEBE,1
106288,B008Z1D2Y2,1
106288,B00STV0HXM,3
08293,B00KA84CXI,2
08293,B00N6EC1MM,1
08293,B00QSHKE5K,1
08293,B014GUKH7A,1
07536,B000VQYDHE,1
07536,B00CFH98KE,4
11118,B001KN959I,1
11118,B001NI5DM8,1
11118,B006P2594Y,1
10359,B000068OEO,3
10359,B01EOFUJE8,1
113120,B00R20EPLG,1
113120,B016V4JOZA,1
113120,B01F9UBGVC,1
10709,B00FYHYGBS,2
10709,B00MZGTB2U,1
102731,B0078YA3HQ,2
102731,B00NEWYJE4,6
102731,B017AGN1XO,3
104466,B00CBPAPZW,2
104466,B00Z9O205K,3
10973,B00R0P3JFG,1
10973,B014OUTFPW,2
01231,B007OQ7BQO,1
01231,B008244516,1
01231,B01D8YBSOG,5
09601,B0157O5MVA,1
09601,B0181OBCW6,2
108015,B002NVTD6Q,3
108015,B005JRAYJQ,1
108015,B00X4SD9NA,1
00973,B000A6Z9B4,1
00973,B00EPD6UFM,1
00973,B00QW06UQU,1
110976,B00L4O3GV6,2
110976,B01ARGBRGW,3
113659,B0000C52WS,1
113659,B003T1CQDQ,1
113659,B00430EJY6,4
09251,B019O8ZC2Y,1
105277,B00KAWSJUQ,1
105277,B01F36HZZI,1
10070,B016XBLT90,3
10070,B01CGPUWS6,1
04463,0553805444,4
04463,B00FZS28Z2,1
04463,B00VYXSQUS,1
105298,B003NQZMTC,2
105298,B00M4WC7BC,1
105298,B00OR6T842,1
108150,B00GSQ8MSC,1
108150,B01B41OZHW,2
04176,B00IDBXKE6,1
04176,B01A0BBF8O,1
04176,B01C84PUYQ,3
105762,B0073RNHWQ,1
105762,B012ZTI1VS,1
105762,B01AW7VJY6,2
111721,B00STVU46W,2
111721,B00Y4QBJCY,1
111721,B00YFQARNU,1
111721,B0158VZLYU,1
11374,B00MRXSH9E,1
11374,B01BTNMGHG,2
06848,143361586X,1
06848,B0000A0AIA,2
06848,B000NHWMGU,3
100999,B00004Z5QI,4
100999,B00XZH2FSK,2
100833,B00IKYPS78,1
09969,B00FSKX266,1
09969,B0192ZH6PU,1
112273,B00FZOX2FG,1
112273,B00JYGPLUK,2
112789,B002UCPBVY,12
112789,B00FH497AI,1
05049,B010D37NP8,2
05049,B013KKIYSQ,1
03037,B000VPXIZS,1
114348,B00HR0I7XS,1
114348,B00WH1QCMA,2
103874,B007RDMWFY,3
103874,B00RY3MXAG,2
103874,B00ZKAE1GY,1
109983,B004AO4ALC,1
07832,1504965655,3
07832,B001BSX1EM,2
107134,B00TFYYWQA,3
107134,B013SUNQT0,1
111849,B000E1FZIW,2
111849,B004VNYXAU,2
07131,B00NQWL2II,1
07131,B00ZQVSKSM,3
07131,B01G26R18Y,1
100022,B001L1RG54,1
100022,B00BFDJ6VK,1
100022,B00Y8CWEKK,1
100022,B01AX0CSBK,2
02919,0960598855,1
02919,B00IOFD096,2
00924,B003RCGPCK,1
111263,B00MPIGQB2,1
111263,B01BBL38PK,1
104962,B004QQ9LVS,1
104962,B00502E1QC,1
104962,B00A2S7ZGW,8
104962,B01B508K8M,1
101633,B001JTJFO8,1
101633,B00CEBJGD0,2
101633,B00I0DI0Z6,1
10924,B000063NDY,3
10924,B0006O4AK6,3
10924,B000M86VIK,1
10924,B00FRDPNA2,1
110022,B0033WSTXM,2
110022,B00OD5F95Y,1
05675,B0177A0UKU,1
05675,B01952D5LY,5
05675,B019RIQND8,1
05675,B01A4YU06K,1
104061,B00B80JSHC,1
104061,B01BA1KY1W,10
00162,B000CHKIVW,1
00162,B002SB8LLE,1
00162,B011XM4GJO,4
00162,B013OVOO6M,1
111776,007184872X,4
111776,B005HRZPY2,1
107358,B00OV9JT0I,1
107358,B00X6OKA0M,3
107358,B015Y34EC2,1
01289,B00U1NV04G,1
01289,B00VI6BFBS,1
104827,B000YZ7CR0,1
104827,B001QF9C5C,5
104827,B014MQ905S,2
09713,B014AHMW5Y,4
108107,B0144MFPOA,1
108107,B014LVI0D2,1
108107,B01FFG9J0U,1
101998,B004PUJTXK,1
101998,B00CQ857YS,1
101998,B00EB3OCW4,1
11134,B008MIGHFE,1
11134,B00HDABAQS,1
11134,B01CNGSK3W,1
104333,B00BXQW2W4,1
104333,B014RBSMCU,1
08315,B004ZF4F2U,1
08315,B00BPF32PY,1
104299,B002I6HW6Y,1
104299,B019UGWNMM,5
104299,B01DZ6W0CG,1
02348,B002RL8ICC,1
02348,B00BLZ5EYU,1
02348,B014TE51C4,1
02348,B0167HG1V6,1
112658,B0001YNLLK,1
112658,B000MUQ2FU,1
112658,B00SF4HTNE,1
110235,B002B56CUY,1
110235,B01CCHHOIE,3
11421,B0094P4IIW,1
11421,B00V9YP9CK,1
11421,B01ES5D7CU,2
105467,B003U07CNK,1
